order_id,user_id,order_date,category,order_value,delivery_time,coupon_used
O072460,U06397,2025-10-28,Personal Care,247,27,No
O072461,U01714,2025-10-08,Fruits,248,14,No
O072462,U08302,2025-06-09,Household,1145,22,No
O072463,U04949,2025-06-08,Snacks,964,29,Yes
O072464,U05732,2025-07-31,Dairy,693,19,No
O072465,U07248,2025-11-05,Snacks,622,24,No
O072466,U07845,2025-04-08,Snacks,950,20,Yes
O072467,U08778,2025-07-29,Fruits,968,29,Yes
O072468,U09791,2025-10-02,Dairy,505,26,No
O072469,U02014,2025-10-01,Dairy,236,22,No
O072470,U05236,2025-04-17,Household,405,20,No
O072471,U06622,2025-09-16,Snacks,1159,14,No
O072472,U04661,2025-10-12,Personal Care,525,19,No
O072473,U01053,2025-12-02,Household,881,12,No
O072474,U05446,2025-04-22,Vegetables,899,9,No
O072475,U08151,2025-04-29,Fruits,322,28,No
O072476,U04955,2025-06-22,Vegetables,893,10,No
O072477,U03146,2025-06-16,Dairy,328,28,Yes
O072478,U02496,2025-09-27,Vegetables,663,23,No
O072479,U06427,2025-12-08,Snacks,743,22,No
O072480,U06766,2025-11-27,Fruits,358,33,Yes
O072481,U00888,2025-03-23,Household,171,14,No
O072482,U06321,2025-12-12,Vegetables,465,21,Yes
O072483,U08278,2025-03-12,Snacks,1184,23,Yes
O072484,U02235,2025-06-19,Snacks,806,13,Yes
O072485,U07975,2025-08-01,Dairy,281,10,No
O072486,U05564,2025-01-30,Snacks,127,24,No
O072487,U01483,2025-11-20,Fruits,750,24,Yes
O072488,U04075,2025-12-03,Fruits,523,34,Yes
O072489,U01123,2025-08-15,Dairy,642,32,Yes
O072490,U09793,2025-11-26,Vegetables,715,11,Yes
O072491,U04250,2025-10-03,Fruits,793,34,Yes
O072492,U04108,2025-06-06,Personal Care,875,33,Yes
O072493,U03311,2025-04-11,Vegetables,591,28,No
O072494,U05883,2025-05-22,Snacks,948,26,No
O072495,U09819,2025-04-27,Dairy,209,13,Yes
O072496,U09406,2025-11-30,Dairy,987,12,No
O072497,U05101,2025-10-25,Fruits,606,18,No
O072498,U04816,2025-11-17,Snacks,216,11,No
O072499,U01986,2025-02-25,Household,1035,33,No
O072500,U07102,2025-05-02,Personal Care,144,28,No
O072501,U03495,2025-02-24,Personal Care,989,23,No
O072502,U07562,2025-10-22,Household,722,12,No
O072503,U04582,2025-10-24,Personal Care,1177,30,No
O072504,U04123,2025-04-05,Vegetables,740,25,Yes
O072505,U03277,2025-05-14,Snacks,812,27,No
O072506,U02892,2025-11-20,Fruits,238,26,No
O072507,U06590,2025-07-23,Fruits,447,30,No
O072508,U02894,2025-11-21,Dairy,460,23,No
O072509,U05952,2025-05-05,Personal Care,186,12,No
O072510,U00897,2025-03-04,Snacks,292,18,No
O072511,U05578,2025-12-07,Fruits,488,17,Yes
O072512,U04942,2025-02-06,Vegetables,938,23,No
O072513,U06354,2025-12-07,Fruits,474,32,No
O072514,U03114,2025-10-14,Household,753,9,No
O072515,U02355,2025-04-19,Household,487,11,No
O072516,U04081,2025-07-31,Snacks,782,27,No
O072517,U06715,2025-12-17,Personal Care,723,25,No
O072518,U02465,2025-08-03,Fruits,174,28,No
O072519,U08952,2025-09-29,Dairy,1106,17,No
O072520,U03238,2025-02-14,Snacks,1066,23,Yes
O072521,U05131,2025-11-29,Snacks,787,9,No
O072522,U09121,2025-01-12,Snacks,648,33,No
O072523,U08117,2025-03-28,Personal Care,334,33,Yes
O072524,U03560,2025-07-30,Household,1106,14,No
O072525,U03583,2025-05-02,Fruits,404,26,No
O072526,U06158,2025-09-17,Fruits,1136,16,No
O072527,U02094,2025-06-21,Household,397,9,No
O072528,U09975,2025-05-30,Dairy,658,34,No
O072529,U05792,2025-05-29,Personal Care,339,23,No
O072530,U05669,2025-09-03,Dairy,635,11,Yes
O072531,U05344,2025-11-28,Fruits,577,17,No
O072532,U05534,2025-04-06,Snacks,1150,22,No
O072533,U01989,2025-07-19,Fruits,1050,8,No
O072534,U09586,2025-09-22,Personal Care,1041,28,Yes
O072535,U05093,2025-01-19,Dairy,249,15,No
O072536,U08185,2025-02-13,Dairy,784,22,Yes
O072537,U08222,2025-03-20,Personal Care,680,26,Yes
O072538,U08977,2025-02-15,Fruits,424,19,No
O072539,U00236,2025-05-17,Fruits,228,18,Yes
O072540,U02637,2025-06-13,Vegetables,679,24,No
O072541,U06385,2025-03-20,Fruits,363,19,No
O072542,U02603,2025-05-07,Household,866,16,No
O072543,U05728,2025-06-24,Household,816,9,No
O072544,U05390,2025-03-24,Vegetables,268,12,Yes
O072545,U04214,2025-10-03,Personal Care,435,8,Yes
O072546,U09652,2025-04-30,Vegetables,1104,21,No
O072547,U06708,2025-02-18,Fruits,270,17,No
O072548,U04893,2025-01-31,Snacks,267,25,No
O072549,U05852,2025-11-01,Snacks,1196,24,No
O072550,U00551,2025-01-11,Household,555,20,Yes
O072551,U01564,2025-09-22,Personal Care,921,12,No
O072552,U05387,2025-10-18,Vegetables,860,14,No
O072553,U00865,2025-05-04,Dairy,1081,20,Yes
O072554,U07374,2025-09-22,Vegetables,684,26,No
O072555,U09094,2025-09-17,Personal Care,543,22,No
O072556,U09971,2025-03-24,Fruits,327,31,No
O072557,U05471,2025-02-22,Dairy,734,17,No
O072558,U02810,2025-03-30,Fruits,135,20,No
O072559,U01883,2025-11-12,Fruits,394,26,Yes
O072560,U07695,2025-09-08,Vegetables,1115,8,Yes
O072561,U07299,2025-10-16,Vegetables,688,30,No
O072562,U05561,2025-01-23,Personal Care,1149,32,Yes
O072563,U02115,2025-10-05,Fruits,824,26,Yes
O072564,U08983,2025-06-12,Dairy,992,18,Yes
O072565,U06575,2025-12-04,Vegetables,1057,9,Yes
O072566,U09365,2025-03-15,Household,852,15,No
O072567,U01379,2025-07-01,Fruits,768,33,No
O072568,U01539,2025-07-05,Snacks,702,31,No
O072569,U04806,2025-01-01,Fruits,443,11,Yes
O072570,U00301,2025-03-06,Dairy,790,21,Yes
O072571,U09807,2025-04-24,Dairy,1010,29,Yes
O072572,U09003,2025-02-09,Vegetables,113,28,Yes
O072573,U01125,2025-10-15,Vegetables,331,10,Yes
O072574,U00969,2025-12-19,Snacks,102,18,No
O072575,U04413,2025-07-12,Household,865,19,Yes
O072576,U08692,2025-03-06,Fruits,387,18,No
O072577,U09565,2025-09-29,Personal Care,1093,32,Yes
O072578,U02492,2025-05-11,Household,977,12,Yes
O072579,U09191,2025-04-06,Snacks,986,22,No
O072580,U01123,2025-07-30,Vegetables,970,17,No
O072581,U06400,2025-08-06,Fruits,745,28,Yes
O072582,U06088,2025-03-12,Fruits,248,9,No
O072583,U08871,2025-08-25,Household,850,30,Yes
O072584,U07807,2025-07-05,Vegetables,864,24,No
O072585,U02513,2025-11-19,Dairy,234,11,No
O072586,U07338,2025-02-13,Household,1021,22,No
O072587,U08064,2025-06-14,Vegetables,190,24,No
O072588,U08462,2025-08-23,Household,754,28,Yes
O072589,U01469,2025-07-28,Vegetables,566,8,No
O072590,U07526,2025-05-15,Snacks,404,32,No
O072591,U08973,2025-09-12,Household,189,26,Yes
O072592,U08375,2025-08-29,Personal Care,867,11,Yes
O072593,U04891,2025-11-10,Vegetables,595,27,Yes
O072594,U03564,2025-06-26,Snacks,947,23,No
O072595,U08103,2025-04-14,Dairy,644,31,No
O072596,U08990,2025-06-21,Personal Care,162,18,Yes
O072597,U05035,2025-11-30,Fruits,809,28,No
O072598,U04317,2025-08-31,Household,313,11,No
O072599,U03846,2025-09-25,Household,258,12,No
O072600,U03050,2025-11-05,Vegetables,1033,11,No
O072601,U08307,2025-10-04,Snacks,230,17,Yes
O072602,U02931,2025-06-09,Fruits,1112,9,No
O072603,U07728,2025-09-21,Snacks,178,14,No
O072604,U02213,2025-08-16,Personal Care,185,34,No
O072605,U00436,2025-10-29,Personal Care,665,9,No
O072606,U03980,2025-01-03,Household,832,17,Yes
O072607,U05376,2025-12-27,Household,1185,12,No
O072608,U09575,2025-08-07,Snacks,1110,21,Yes
O072609,U02535,2025-12-09,Dairy,397,19,No
O072610,U00169,2025-08-19,Household,354,12,No
O072611,U02800,2025-12-01,Personal Care,108,17,No
O072612,U02096,2025-12-14,Personal Care,480,21,Yes
O072613,U04494,2025-03-06,Snacks,1096,8,No
O072614,U01223,2025-09-14,Personal Care,874,18,Yes
O072615,U01750,2025-04-18,Fruits,1055,15,No
O072616,U07972,2025-03-01,Household,438,12,Yes
O072617,U08861,2025-01-17,Vegetables,782,9,No
O072618,U04827,2025-09-05,Dairy,1040,16,Yes
O072619,U05405,2025-01-20,Personal Care,143,23,No
O072620,U07491,2025-02-05,Personal Care,1085,14,No
O072621,U03957,2025-07-09,Fruits,609,22,No
O072622,U06681,2025-05-20,Snacks,490,25,Yes
O072623,U02345,2025-02-09,Vegetables,948,31,No
O072624,U03579,2025-08-21,Fruits,989,23,No
O072625,U00899,2025-10-11,Fruits,344,9,Yes
O072626,U00057,2025-09-13,Vegetables,941,17,Yes
O072627,U04030,2025-10-11,Vegetables,430,21,No
O072628,U06761,2025-01-19,Fruits,986,18,Yes
O072629,U04267,2025-10-24,Fruits,574,8,No
O072630,U01567,2025-12-13,Fruits,332,31,Yes
O072631,U07846,2025-05-18,Household,234,28,No
O072632,U08601,2025-03-31,Snacks,1153,18,No
O072633,U07258,2025-04-09,Snacks,1130,25,Yes
O072634,U02239,2025-11-24,Personal Care,1175,9,Yes
O072635,U05537,2025-08-10,Vegetables,410,9,No
O072636,U00028,2025-06-18,Fruits,463,8,No
O072637,U08301,2025-10-18,Fruits,469,21,Yes
O072638,U09490,2025-11-01,Dairy,423,16,Yes
O072639,U02328,2025-07-01,Fruits,950,9,No
O072640,U00892,2025-11-19,Household,596,13,Yes
O072641,U08017,2025-08-11,Household,1170,29,No
O072642,U01532,2025-12-04,Dairy,1057,32,Yes
O072643,U03952,2025-06-19,Fruits,375,26,No
O072644,U05683,2025-08-26,Dairy,267,17,No
O072645,U00069,2025-01-21,Dairy,299,8,Yes
O072646,U02775,2025-06-01,Household,706,21,Yes
O072647,U04367,2025-07-02,Vegetables,893,32,No
O072648,U08265,2025-05-22,Dairy,119,20,No
O072649,U00055,2025-07-22,Fruits,285,31,Yes
O072650,U07526,2025-03-31,Household,1146,25,No
O072651,U09929,2025-07-31,Vegetables,812,28,No
O072652,U04381,2025-12-15,Fruits,451,21,Yes
O072653,U09039,2025-01-25,Vegetables,702,14,No
O072654,U05414,2025-06-23,Snacks,1125,9,No
O072655,U05118,2025-04-26,Vegetables,985,28,Yes
O072656,U00932,2025-05-23,Snacks,611,23,Yes
O072657,U04140,2025-03-19,Dairy,493,11,No
O072658,U01203,2025-02-26,Snacks,229,18,No
O072659,U03811,2025-08-06,Personal Care,747,26,Yes
O072660,U08087,2025-03-05,Household,269,20,No
O072661,U00337,2025-05-10,Vegetables,237,10,Yes
O072662,U02070,2025-04-26,Fruits,437,14,No
O072663,U01958,2025-11-05,Snacks,302,17,Yes
O072664,U07682,2025-07-18,Personal Care,284,27,Yes
O072665,U09359,2025-06-24,Vegetables,718,10,Yes
O072666,U06495,2025-11-21,Fruits,1051,9,Yes
O072667,U05707,2025-12-02,Vegetables,1061,17,No
O072668,U05834,2025-05-13,Personal Care,741,12,Yes
O072669,U00068,2025-01-25,Dairy,1194,16,Yes
O072670,U05089,2025-07-24,Dairy,447,29,Yes
O072671,U02780,2025-11-20,Vegetables,704,18,Yes
O072672,U06253,2025-01-27,Household,588,33,No
O072673,U07496,2025-11-09,Dairy,492,31,Yes
O072674,U02562,2025-01-24,Snacks,601,32,Yes
O072675,U01700,2025-06-21,Snacks,967,13,No
O072676,U06154,2025-04-26,Dairy,1154,8,Yes
O072677,U03545,2025-02-14,Fruits,696,31,Yes
O072678,U02195,2025-12-11,Dairy,1109,23,No
O072679,U04538,2025-04-23,Vegetables,179,22,Yes
O072680,U07252,2025-05-31,Fruits,651,9,No
O072681,U08915,2025-08-19,Fruits,352,21,No
O072682,U02894,2025-09-16,Dairy,608,10,Yes
O072683,U01137,2025-06-21,Snacks,273,14,Yes
O072684,U09291,2025-03-16,Vegetables,353,15,No
O072685,U00316,2025-05-23,Personal Care,948,33,Yes
O072686,U00374,2025-01-14,Personal Care,203,31,Yes
O072687,U06103,2025-10-20,Vegetables,1188,32,No
O072688,U01559,2025-04-21,Household,802,26,Yes
O072689,U04542,2025-06-14,Dairy,1133,18,Yes
O072690,U05667,2025-05-30,Household,374,17,No
O072691,U03952,2025-05-18,Snacks,550,25,Yes
O072692,U04723,2025-09-18,Fruits,579,20,No
O072693,U02103,2025-04-21,Personal Care,681,23,No
O072694,U02610,2025-05-10,Dairy,897,18,No
O072695,U06896,2025-12-25,Snacks,915,30,No
O072696,U06136,2025-02-17,Fruits,831,28,No
O072697,U02039,2025-09-22,Vegetables,898,24,Yes
O072698,U03372,2025-05-06,Household,726,34,No
O072699,U04648,2025-05-10,Personal Care,475,34,No
O072700,U01612,2025-05-12,Snacks,965,13,No
O072701,U02240,2025-10-13,Dairy,834,14,Yes
O072702,U02082,2025-06-21,Vegetables,672,28,No
O072703,U06020,2025-12-06,Snacks,223,24,No
O072704,U03439,2025-06-11,Household,187,8,Yes
O072705,U00547,2025-08-14,Personal Care,1023,21,No
O072706,U04293,2025-09-06,Snacks,807,16,Yes
O072707,U04685,2025-12-29,Household,1084,15,No
O072708,U06655,2025-12-30,Snacks,1158,25,No
O072709,U00326,2025-10-02,Fruits,965,22,Yes
O072710,U02211,2025-07-20,Personal Care,767,31,Yes
O072711,U02530,2025-11-29,Personal Care,807,30,Yes
O072712,U05101,2025-07-07,Snacks,913,19,No
O072713,U03793,2025-05-04,Household,858,30,No
O072714,U03411,2025-08-14,Snacks,126,23,No
O072715,U09406,2025-04-17,Fruits,632,28,Yes
O072716,U08158,2025-12-03,Household,195,20,No
O072717,U08632,2025-11-25,Snacks,299,25,No
O072718,U09644,2025-07-21,Fruits,534,17,No
O072719,U02614,2025-08-29,Vegetables,631,29,No
O072720,U02598,2025-01-20,Vegetables,561,23,Yes
O072721,U08647,2025-02-14,Fruits,195,30,No
O072722,U01907,2025-10-29,Snacks,692,18,No
O072723,U00438,2025-03-29,Personal Care,672,13,No
O072724,U08435,2025-03-09,Dairy,393,34,No
O072725,U04488,2025-12-16,Dairy,282,15,No
O072726,U08781,2025-10-08,Fruits,940,25,No
O072727,U06867,2025-11-25,Household,591,23,Yes
O072728,U05717,2025-04-04,Dairy,921,11,Yes
O072729,U02262,2025-06-17,Household,403,21,Yes
O072730,U06580,2025-03-07,Snacks,984,31,No
O072731,U08817,2025-12-20,Household,1168,18,No
O072732,U06639,2025-11-24,Household,742,26,No
O072733,U03951,2025-09-20,Vegetables,1133,31,Yes
O072734,U04792,2025-12-07,Snacks,235,29,No
O072735,U05658,2025-11-26,Household,708,12,Yes
O072736,U09075,2025-03-08,Personal Care,1042,8,No
O072737,U05256,2025-05-01,Snacks,401,21,No
O072738,U04008,2025-01-03,Household,725,8,No
O072739,U04483,2025-02-28,Fruits,915,19,Yes
O072740,U09575,2025-06-20,Snacks,448,15,Yes
O072741,U02648,2025-10-01,Fruits,922,12,No
O072742,U08724,2025-09-29,Dairy,1058,24,Yes
O072743,U02411,2025-01-17,Dairy,525,15,No
O072744,U01714,2025-09-11,Household,465,25,No
O072745,U07899,2025-03-29,Personal Care,181,16,No
O072746,U02321,2025-03-15,Vegetables,711,23,Yes
O072747,U01889,2025-04-10,Fruits,612,34,No
O072748,U04927,2025-04-28,Snacks,920,14,No
O072749,U04959,2025-04-11,Household,143,29,Yes
O072750,U07676,2025-07-30,Household,873,28,Yes
O072751,U09616,2025-02-20,Dairy,284,20,Yes
O072752,U03280,2025-06-23,Household,865,14,Yes
O072753,U08049,2025-01-17,Snacks,959,16,No
O072754,U05581,2025-01-22,Snacks,652,30,No
O072755,U01490,2025-01-01,Vegetables,448,25,No
O072756,U03939,2025-05-09,Snacks,102,22,No
O072757,U09488,2025-09-06,Personal Care,923,27,No
O072758,U03793,2025-12-20,Personal Care,1029,21,Yes
O072759,U09444,2025-05-05,Dairy,841,10,Yes
O072760,U09691,2025-07-13,Household,529,13,No
O072761,U01897,2025-03-24,Personal Care,1094,32,No
O072762,U05155,2025-06-22,Vegetables,551,24,Yes
O072763,U07235,2025-11-26,Fruits,1000,28,No
O072764,U01196,2025-05-21,Fruits,1018,32,Yes
O072765,U02503,2025-08-12,Household,472,16,Yes
O072766,U04920,2025-05-03,Vegetables,256,34,Yes
O072767,U05373,2025-01-05,Personal Care,603,30,No
O072768,U09522,2025-03-25,Fruits,142,12,No
O072769,U06577,2025-12-08,Snacks,489,30,Yes
O072770,U04101,2025-01-01,Dairy,150,13,No
O072771,U08335,2025-05-16,Household,517,22,No
O072772,U08207,2025-05-05,Snacks,1115,31,Yes
O072773,U09003,2025-10-02,Snacks,297,34,Yes
O072774,U01529,2025-12-20,Snacks,243,33,Yes
O072775,U06289,2025-04-22,Fruits,647,9,No
O072776,U05234,2025-07-27,Dairy,483,9,No
O072777,U02892,2025-01-30,Personal Care,339,21,Yes
O072778,U09066,2025-12-22,Snacks,844,11,No
O072779,U00520,2025-02-02,Household,298,16,Yes
O072780,U05068,2025-12-04,Snacks,275,10,No
O072781,U04934,2025-07-14,Vegetables,853,11,No
O072782,U08485,2025-06-19,Dairy,647,23,No
O072783,U06459,2025-06-12,Personal Care,900,20,No
O072784,U09023,2025-11-20,Fruits,782,10,No
O072785,U08979,2025-06-25,Personal Care,457,26,No
O072786,U08668,2025-08-21,Personal Care,1119,23,No
O072787,U04208,2025-08-01,Vegetables,193,32,No
O072788,U01371,2025-06-21,Household,295,18,No
O072789,U07713,2025-03-31,Fruits,441,17,Yes
O072790,U07606,2025-05-27,Snacks,220,17,No
O072791,U08600,2025-11-11,Personal Care,175,20,No
O072792,U05105,2025-08-23,Dairy,721,21,Yes
O072793,U05539,2025-08-03,Vegetables,741,30,No
O072794,U07267,2025-03-29,Fruits,196,34,Yes
O072795,U08887,2025-04-28,Dairy,548,10,No
O072796,U05846,2025-10-12,Personal Care,666,23,No
O072797,U08824,2025-09-20,Snacks,1084,34,Yes
O072798,U07055,2025-04-16,Fruits,197,10,No
O072799,U03522,2025-03-31,Personal Care,346,9,No
O072800,U09560,2025-09-17,Dairy,173,33,No
O072801,U00323,2025-07-15,Fruits,1103,9,Yes
O072802,U02141,2025-01-16,Personal Care,749,25,Yes
O072803,U00788,2025-01-02,Personal Care,207,24,No
O072804,U03873,2025-09-19,Household,296,11,No
O072805,U06088,2025-10-15,Fruits,1051,31,No
O072806,U01464,2025-09-09,Dairy,385,21,No
O072807,U01600,2025-07-17,Household,1011,11,No
O072808,U05168,2025-04-24,Vegetables,1168,16,No
O072809,U08220,2025-11-14,Vegetables,439,26,No
O072810,U01563,2025-06-24,Personal Care,520,26,No
O072811,U00722,2025-02-28,Fruits,253,15,Yes
O072812,U08696,2025-04-20,Fruits,129,22,No
O072813,U09870,2025-04-04,Dairy,1156,9,No
O072814,U09220,2025-12-09,Snacks,1157,12,Yes
O072815,U02252,2025-06-25,Fruits,1125,10,No
O072816,U09184,2025-08-20,Personal Care,840,9,Yes
O072817,U09195,2025-11-23,Dairy,860,18,No
O072818,U07311,2025-10-27,Vegetables,456,14,No
O072819,U06513,2025-07-18,Dairy,658,9,No
O072820,U01080,2025-12-12,Vegetables,445,11,No
O072821,U06752,2025-04-11,Personal Care,163,8,No
O072822,U08244,2025-02-02,Snacks,412,8,No
O072823,U08164,2025-07-16,Personal Care,733,23,No
O072824,U04363,2025-11-23,Snacks,708,17,Yes
O072825,U07827,2025-04-13,Fruits,561,34,No
O072826,U05478,2025-08-14,Personal Care,789,31,No
O072827,U09086,2025-12-11,Household,949,14,No
O072828,U08269,2025-09-19,Household,353,25,No
O072829,U04412,2025-11-15,Personal Care,614,26,No
O072830,U01209,2025-06-04,Dairy,609,21,No
O072831,U02992,2025-03-20,Snacks,776,29,No
O072832,U04661,2025-10-20,Fruits,894,28,No
O072833,U01132,2025-04-14,Fruits,895,13,Yes
O072834,U09775,2025-08-21,Fruits,908,17,No
O072835,U08984,2025-04-04,Snacks,610,27,No
O072836,U00650,2025-07-12,Snacks,845,21,No
O072837,U05354,2025-09-07,Snacks,1176,18,Yes
O072838,U08366,2025-04-14,Dairy,225,8,No
O072839,U02578,2025-07-03,Personal Care,198,15,No
O072840,U09606,2025-06-19,Vegetables,729,19,No
O072841,U04880,2025-01-15,Personal Care,1152,25,No
O072842,U09981,2025-09-20,Dairy,467,20,Yes
O072843,U04294,2025-08-28,Household,945,27,Yes
O072844,U02482,2025-01-01,Personal Care,842,22,Yes
O072845,U01570,2025-03-05,Dairy,471,13,No
O072846,U06134,2025-03-23,Dairy,552,11,Yes
O072847,U05432,2025-07-24,Household,125,27,No
O072848,U01598,2025-03-13,Household,1069,33,No
O072849,U06277,2025-04-29,Dairy,201,12,No
O072850,U00636,2025-02-15,Snacks,904,12,Yes
O072851,U06029,2025-01-05,Snacks,1040,33,No
O072852,U03229,2025-09-26,Fruits,1085,19,No
O072853,U04039,2025-01-16,Fruits,371,11,Yes
O072854,U09883,2025-01-09,Vegetables,146,29,No
O072855,U01657,2025-07-23,Vegetables,228,10,No
O072856,U06584,2025-11-26,Fruits,419,8,No
O072857,U01881,2025-10-26,Dairy,840,18,No
O072858,U06971,2025-04-13,Dairy,861,24,No
O072859,U07252,2025-03-29,Dairy,513,22,Yes
O072860,U06986,2025-05-22,Vegetables,485,9,No
O072861,U08274,2025-10-02,Vegetables,548,10,Yes
O072862,U04455,2025-02-06,Household,324,15,No
O072863,U04959,2025-12-13,Dairy,1025,9,No
O072864,U00046,2025-05-10,Personal Care,1085,31,Yes
O072865,U06271,2025-10-29,Fruits,992,13,Yes
O072866,U06428,2025-01-28,Household,244,26,No
O072867,U08950,2025-12-20,Vegetables,1138,20,Yes
O072868,U02187,2025-08-04,Household,393,16,No
O072869,U01492,2025-04-15,Household,1113,14,No
O072870,U07280,2025-10-24,Fruits,192,33,Yes
O072871,U01812,2025-11-14,Dairy,180,33,No
O072872,U02558,2025-09-03,Vegetables,535,28,No
O072873,U05409,2025-01-01,Personal Care,747,20,No
O072874,U09495,2025-11-28,Personal Care,982,28,No
O072875,U06856,2025-09-02,Fruits,999,17,Yes
O072876,U08560,2025-12-06,Household,714,14,No
O072877,U09033,2025-05-23,Fruits,704,32,No
O072878,U00170,2025-08-26,Personal Care,880,14,Yes
O072879,U02712,2025-06-15,Household,1008,19,Yes
O072880,U06874,2025-02-04,Snacks,483,22,Yes
O072881,U07143,2025-10-25,Personal Care,479,20,Yes
O072882,U09583,2025-09-10,Vegetables,354,32,Yes
O072883,U07882,2025-09-24,Fruits,391,16,No
O072884,U08973,2025-02-12,Dairy,320,18,No
O072885,U08368,2025-08-01,Household,820,30,Yes
O072886,U03311,2025-12-05,Dairy,888,24,No
O072887,U03459,2025-06-30,Personal Care,1155,34,No
O072888,U04887,2025-02-10,Fruits,970,27,No
O072889,U09239,2025-05-21,Fruits,1137,22,Yes
O072890,U04174,2025-04-01,Dairy,906,13,Yes
O072891,U00053,2025-03-05,Personal Care,158,15,No
O072892,U05022,2025-10-01,Household,357,32,Yes
O072893,U09571,2025-06-11,Dairy,416,24,Yes
O072894,U01039,2025-06-25,Dairy,842,20,No
O072895,U07966,2025-05-27,Household,1183,29,No
O072896,U02147,2025-07-07,Snacks,718,9,Yes
O072897,U08604,2025-05-15,Vegetables,801,25,Yes
O072898,U00819,2025-06-19,Personal Care,893,11,Yes
O072899,U04556,2025-10-28,Fruits,753,11,Yes
O072900,U08499,2025-11-24,Dairy,1164,17,Yes
O072901,U01912,2025-09-26,Fruits,400,20,No
O072902,U01707,2025-03-19,Snacks,683,34,No
O072903,U05276,2025-11-29,Dairy,332,10,No
O072904,U04011,2025-03-31,Household,655,22,No
O072905,U02997,2025-12-20,Household,234,20,No
O072906,U08989,2025-11-03,Household,397,15,No
O072907,U00568,2025-04-05,Personal Care,1069,9,Yes
O072908,U09340,2025-01-28,Dairy,322,18,No
O072909,U05851,2025-03-13,Fruits,107,15,No
O072910,U08030,2025-04-27,Snacks,532,29,No
O072911,U02243,2025-09-22,Fruits,1142,16,No
O072912,U01580,2025-11-05,Vegetables,407,28,Yes
O072913,U06449,2025-11-19,Personal Care,958,13,No
O072914,U02895,2025-01-01,Household,705,24,Yes
O072915,U08477,2025-05-23,Snacks,273,12,Yes
O072916,U04250,2025-07-17,Fruits,795,26,Yes
O072917,U08361,2025-06-04,Household,873,24,No
O072918,U00816,2025-06-29,Household,918,11,No
O072919,U05852,2025-11-15,Fruits,598,13,Yes
O072920,U05872,2025-09-07,Vegetables,195,18,No
O072921,U01916,2025-11-03,Dairy,357,21,Yes
O072922,U06943,2025-07-11,Vegetables,947,15,No
O072923,U08503,2025-08-23,Vegetables,810,8,Yes
O072924,U04985,2025-08-26,Snacks,982,17,No
O072925,U05836,2025-10-23,Vegetables,316,26,No
O072926,U04503,2025-07-02,Household,874,16,Yes
O072927,U00779,2025-01-20,Dairy,184,10,No
O072928,U02856,2025-11-26,Household,724,27,No
O072929,U00933,2025-02-14,Snacks,239,34,Yes
O072930,U04361,2025-06-14,Dairy,573,31,Yes
O072931,U03928,2025-04-18,Household,300,9,Yes
O072932,U01264,2025-09-09,Dairy,207,32,No
O072933,U06802,2025-12-10,Dairy,1149,30,No
O072934,U06534,2025-09-01,Dairy,850,14,Yes
O072935,U01430,2025-05-12,Vegetables,140,20,No
O072936,U00600,2025-01-04,Dairy,469,21,Yes
O072937,U07971,2025-05-03,Fruits,434,34,No
O072938,U05280,2025-08-17,Snacks,911,18,No
O072939,U00146,2025-09-20,Snacks,133,14,Yes
O072940,U07040,2025-06-17,Snacks,375,25,No
O072941,U03094,2025-06-03,Household,924,34,No
O072942,U08694,2025-02-23,Fruits,879,18,No
O072943,U03870,2025-11-08,Dairy,854,34,No
O072944,U09761,2025-02-01,Household,1193,32,No
O072945,U09773,2025-05-22,Personal Care,237,27,Yes
O072946,U07719,2025-09-13,Fruits,565,19,Yes
O072947,U07511,2025-05-02,Vegetables,1188,28,Yes
O072948,U02882,2025-09-09,Snacks,350,14,No
O072949,U01366,2025-07-13,Fruits,353,8,No
O072950,U05693,2025-06-13,Fruits,871,13,Yes
O072951,U00513,2025-12-31,Snacks,389,22,No
O072952,U07370,2025-02-11,Household,1014,25,Yes
O072953,U02400,2025-09-08,Dairy,1028,26,Yes
O072954,U04782,2025-11-19,Dairy,723,18,Yes
O072955,U06141,2025-05-07,Household,749,30,No
O072956,U07047,2025-06-29,Vegetables,150,16,No
O072957,U02122,2025-01-29,Fruits,403,21,Yes
O072958,U01263,2025-02-06,Household,202,20,No
O072959,U07376,2025-07-20,Snacks,825,22,No
O072960,U08152,2025-04-23,Snacks,421,34,Yes
O072961,U00772,2025-12-31,Snacks,334,17,Yes
O072962,U09849,2025-08-11,Snacks,174,17,No
O072963,U08748,2025-06-20,Household,838,8,No
O072964,U09701,2025-04-25,Vegetables,256,25,No
O072965,U03865,2025-04-18,Dairy,389,28,Yes
O072966,U08211,2025-08-15,Household,284,30,No
O072967,U00384,2025-05-13,Fruits,893,22,No
O072968,U06976,2025-04-06,Snacks,923,25,Yes
O072969,U07855,2025-10-17,Snacks,247,9,Yes
O072970,U07011,2025-10-30,Personal Care,1163,23,Yes
O072971,U03100,2025-07-27,Vegetables,802,26,Yes
O072972,U05558,2025-01-29,Vegetables,1091,11,No
O072973,U09525,2025-04-14,Dairy,143,32,No
O072974,U01353,2025-08-09,Fruits,532,16,No
O072975,U07592,2025-06-10,Dairy,993,29,No
O072976,U00242,2025-05-28,Personal Care,436,31,Yes
O072977,U01202,2025-01-26,Snacks,1069,24,No
O072978,U05057,2025-08-10,Vegetables,303,34,No
