session_id,user_id,app_open,searched,add_to_cart,checkout,order_completed
S040948,U08586,Yes,Yes,Yes,Yes,Yes
S040949,U00220,Yes,Yes,Yes,Yes,No
S040950,U01706,Yes,Yes,Yes,Yes,Yes
S040951,U00790,Yes,Yes,Yes,Yes,No
S040952,U09782,Yes,Yes,Yes,Yes,Yes
S040953,U03744,Yes,Yes,Yes,Yes,Yes
S040954,U01061,Yes,Yes,Yes,No,Yes
S040955,U04578,Yes,Yes,Yes,Yes,Yes
S040956,U03183,Yes,Yes,Yes,Yes,Yes
S040957,U02279,Yes,Yes,Yes,No,No
S040958,U03800,Yes,Yes,Yes,Yes,Yes
S040959,U05805,Yes,Yes,Yes,No,No
S040960,U08565,Yes,No,Yes,No,No
S040961,U08382,Yes,Yes,No,Yes,No
S040962,U06112,Yes,Yes,Yes,No,Yes
S040963,U03090,Yes,Yes,No,No,Yes
S040964,U05318,Yes,Yes,Yes,No,No
S040965,U05002,Yes,Yes,No,Yes,Yes
S040966,U04583,Yes,Yes,Yes,Yes,No
S040967,U06029,Yes,No,No,Yes,Yes
S040968,U01702,Yes,No,Yes,Yes,No
S040969,U05275,Yes,Yes,Yes,No,No
S040970,U06347,Yes,Yes,Yes,Yes,Yes
S040971,U02806,Yes,Yes,Yes,Yes,No
S040972,U04029,Yes,Yes,No,No,No
S040973,U07194,Yes,Yes,Yes,Yes,No
S040974,U09805,Yes,Yes,Yes,Yes,No
S040975,U07269,Yes,Yes,No,No,No
S040976,U00678,Yes,Yes,Yes,No,No
S040977,U03712,Yes,Yes,Yes,No,No
S040978,U04811,Yes,Yes,Yes,Yes,No
S040979,U04627,Yes,Yes,Yes,Yes,Yes
S040980,U08663,Yes,Yes,Yes,Yes,No
S040981,U08811,Yes,Yes,Yes,Yes,No
S040982,U09673,Yes,Yes,Yes,No,No
S040983,U02244,Yes,Yes,Yes,Yes,No
S040984,U00455,Yes,Yes,Yes,Yes,Yes
S040985,U06752,Yes,Yes,Yes,No,Yes
S040986,U08152,Yes,Yes,Yes,Yes,Yes
S040987,U02729,Yes,Yes,No,Yes,No
S040988,U09077,Yes,Yes,Yes,No,No
S040989,U00284,Yes,Yes,Yes,Yes,Yes
S040990,U04075,Yes,Yes,Yes,No,No
S040991,U02183,Yes,No,Yes,Yes,Yes
S040992,U00436,Yes,Yes,Yes,No,No
S040993,U04944,Yes,Yes,Yes,No,No
S040994,U07672,Yes,Yes,Yes,No,No
S040995,U06542,Yes,No,Yes,Yes,Yes
S040996,U04632,Yes,Yes,Yes,Yes,Yes
S040997,U08189,Yes,Yes,Yes,No,Yes
S040998,U08685,Yes,Yes,Yes,Yes,Yes
S040999,U04672,Yes,Yes,Yes,Yes,Yes
S041000,U01301,Yes,Yes,Yes,No,Yes
S041001,U09975,Yes,Yes,Yes,Yes,Yes
S041002,U01348,Yes,Yes,Yes,No,Yes
S041003,U08940,Yes,Yes,Yes,Yes,No
S041004,U04913,Yes,Yes,Yes,Yes,Yes
S041005,U09708,Yes,Yes,Yes,Yes,Yes
S041006,U00076,Yes,Yes,No,Yes,Yes
S041007,U01516,Yes,Yes,No,Yes,Yes
S041008,U09278,Yes,Yes,Yes,Yes,Yes
S041009,U09328,Yes,Yes,Yes,No,No
S041010,U02539,Yes,Yes,No,Yes,No
S041011,U08378,Yes,No,Yes,Yes,Yes
S041012,U06118,Yes,Yes,No,Yes,No
S041013,U05497,Yes,Yes,Yes,No,No
S041014,U04309,Yes,No,Yes,Yes,Yes
S041015,U01399,Yes,Yes,No,Yes,No
S041016,U05437,Yes,Yes,Yes,Yes,No
S041017,U03687,Yes,Yes,Yes,No,Yes
S041018,U09165,Yes,Yes,No,Yes,No
S041019,U00058,Yes,Yes,No,No,No
S041020,U08842,Yes,Yes,Yes,No,Yes
S041021,U08175,Yes,Yes,Yes,No,Yes
S041022,U07326,Yes,Yes,No,Yes,Yes
S041023,U09379,Yes,Yes,Yes,Yes,No
S041024,U07735,Yes,Yes,No,No,Yes
S041025,U00142,Yes,Yes,Yes,Yes,Yes
S041026,U09984,Yes,Yes,Yes,Yes,Yes
S041027,U06115,Yes,Yes,Yes,No,Yes
S041028,U09695,Yes,Yes,No,Yes,No
S041029,U02637,Yes,Yes,No,Yes,No
S041030,U01589,Yes,Yes,Yes,Yes,Yes
S041031,U04322,Yes,Yes,Yes,No,Yes
S041032,U05388,Yes,No,Yes,Yes,Yes
S041033,U08549,Yes,Yes,Yes,Yes,Yes
S041034,U04376,Yes,Yes,No,Yes,No
S041035,U08186,Yes,No,Yes,Yes,Yes
S041036,U04937,Yes,Yes,No,Yes,Yes
S041037,U00323,Yes,No,No,Yes,Yes
S041038,U05523,Yes,Yes,Yes,Yes,No
S041039,U03965,Yes,Yes,Yes,Yes,Yes
S041040,U01440,Yes,Yes,Yes,Yes,No
S041041,U02645,Yes,Yes,No,No,No
S041042,U05635,Yes,Yes,Yes,Yes,Yes
S041043,U09231,Yes,Yes,Yes,Yes,No
S041044,U00111,Yes,Yes,Yes,Yes,Yes
S041045,U04614,Yes,Yes,Yes,Yes,No
S041046,U06666,Yes,Yes,No,Yes,Yes
S041047,U08097,Yes,Yes,Yes,Yes,No
S041048,U02424,Yes,Yes,No,No,No
S041049,U03682,Yes,Yes,No,Yes,Yes
S041050,U05984,Yes,Yes,No,Yes,No
S041051,U09853,Yes,Yes,Yes,Yes,Yes
S041052,U04454,Yes,No,No,Yes,Yes
S041053,U09492,Yes,Yes,No,Yes,No
S041054,U07536,Yes,Yes,No,Yes,No
S041055,U06291,Yes,No,No,No,Yes
S041056,U06377,Yes,Yes,Yes,Yes,Yes
S041057,U04539,Yes,Yes,Yes,Yes,No
S041058,U01514,Yes,Yes,Yes,Yes,Yes
S041059,U05919,Yes,Yes,Yes,No,Yes
S041060,U09377,Yes,Yes,Yes,Yes,No
S041061,U06930,Yes,Yes,Yes,Yes,No
S041062,U05267,Yes,No,Yes,No,No
S041063,U09404,Yes,Yes,Yes,No,No
S041064,U00341,Yes,Yes,Yes,Yes,Yes
S041065,U07943,Yes,Yes,No,Yes,No
S041066,U00337,Yes,Yes,Yes,Yes,No
S041067,U03666,Yes,Yes,Yes,Yes,No
S041068,U06050,Yes,Yes,No,Yes,Yes
S041069,U08815,Yes,Yes,Yes,No,No
S041070,U02596,Yes,Yes,Yes,No,No
S041071,U01703,Yes,No,Yes,No,Yes
S041072,U02524,Yes,Yes,Yes,Yes,No
S041073,U09210,Yes,Yes,Yes,Yes,Yes
S041074,U05897,Yes,Yes,Yes,Yes,Yes
S041075,U03917,Yes,Yes,Yes,Yes,Yes
S041076,U00789,Yes,Yes,No,No,No
S041077,U02428,Yes,Yes,Yes,Yes,Yes
S041078,U03010,Yes,No,Yes,No,No
S041079,U00654,Yes,Yes,No,Yes,No
S041080,U07277,Yes,Yes,Yes,No,Yes
S041081,U00803,Yes,Yes,Yes,Yes,Yes
S041082,U06847,Yes,Yes,No,No,Yes
S041083,U06976,Yes,Yes,Yes,No,Yes
S041084,U02140,Yes,Yes,No,Yes,Yes
S041085,U02382,Yes,Yes,No,No,Yes
S041086,U09810,Yes,Yes,No,Yes,No
S041087,U05320,Yes,No,Yes,Yes,No
S041088,U05433,Yes,Yes,Yes,Yes,No
S041089,U03126,Yes,Yes,Yes,Yes,Yes
S041090,U07995,Yes,Yes,No,Yes,No
S041091,U06736,Yes,No,Yes,Yes,Yes
S041092,U00342,Yes,Yes,Yes,No,No
S041093,U07784,Yes,Yes,Yes,Yes,No
S041094,U03155,Yes,No,No,No,Yes
S041095,U04351,Yes,Yes,Yes,Yes,Yes
S041096,U08471,Yes,Yes,Yes,Yes,Yes
S041097,U03115,Yes,Yes,Yes,No,No
S041098,U02387,Yes,Yes,Yes,Yes,No
S041099,U02957,Yes,Yes,No,Yes,No
S041100,U06481,Yes,Yes,Yes,No,No
S041101,U04146,Yes,Yes,Yes,No,Yes
S041102,U09417,Yes,Yes,Yes,No,No
S041103,U09077,Yes,Yes,Yes,Yes,Yes
S041104,U02421,Yes,Yes,No,Yes,Yes
S041105,U01328,Yes,Yes,Yes,Yes,Yes
S041106,U00533,Yes,Yes,Yes,No,No
S041107,U08012,Yes,Yes,Yes,Yes,Yes
S041108,U05449,Yes,Yes,No,No,No
S041109,U07375,Yes,No,Yes,Yes,Yes
S041110,U08619,Yes,No,Yes,No,Yes
S041111,U03426,Yes,Yes,Yes,Yes,Yes
S041112,U00534,Yes,Yes,Yes,No,Yes
S041113,U00005,Yes,Yes,Yes,No,No
S041114,U04166,Yes,Yes,Yes,Yes,Yes
S041115,U03070,Yes,Yes,Yes,No,Yes
S041116,U08947,Yes,No,Yes,Yes,No
S041117,U07932,Yes,Yes,Yes,Yes,No
S041118,U05953,Yes,Yes,Yes,Yes,Yes
S041119,U06181,Yes,Yes,Yes,No,Yes
S041120,U03564,Yes,Yes,No,No,No
S041121,U04841,Yes,Yes,Yes,No,Yes
S041122,U00769,Yes,Yes,Yes,No,Yes
S041123,U01200,Yes,Yes,No,Yes,No
S041124,U08867,Yes,Yes,Yes,No,No
S041125,U07171,Yes,Yes,Yes,No,No
S041126,U08685,Yes,Yes,No,Yes,Yes
S041127,U08451,Yes,Yes,No,No,Yes
S041128,U03883,Yes,Yes,Yes,Yes,No
S041129,U09059,Yes,Yes,Yes,Yes,Yes
S041130,U00312,Yes,Yes,Yes,No,Yes
S041131,U04944,Yes,Yes,Yes,Yes,Yes
S041132,U06462,Yes,Yes,No,No,Yes
S041133,U04900,Yes,Yes,Yes,Yes,Yes
S041134,U08712,Yes,Yes,Yes,No,Yes
S041135,U09392,Yes,Yes,No,Yes,No
S041136,U04092,Yes,Yes,No,Yes,Yes
S041137,U04921,Yes,No,Yes,Yes,No
S041138,U07927,Yes,Yes,Yes,Yes,Yes
S041139,U08656,Yes,Yes,Yes,No,Yes
S041140,U01440,Yes,Yes,Yes,No,No
S041141,U00714,Yes,Yes,Yes,Yes,No
S041142,U02175,Yes,Yes,Yes,Yes,No
S041143,U08737,Yes,Yes,Yes,Yes,Yes
S041144,U02806,Yes,Yes,Yes,Yes,Yes
S041145,U03229,Yes,Yes,Yes,Yes,Yes
S041146,U05175,Yes,Yes,Yes,Yes,No
S041147,U05405,Yes,Yes,Yes,No,Yes
S041148,U07199,Yes,Yes,Yes,Yes,Yes
S041149,U01044,Yes,Yes,Yes,Yes,Yes
S041150,U01285,Yes,No,Yes,Yes,No
S041151,U05894,Yes,Yes,Yes,No,No
S041152,U05383,Yes,Yes,Yes,Yes,Yes
S041153,U03745,Yes,Yes,Yes,No,No
S041154,U04646,Yes,Yes,No,No,No
S041155,U09852,Yes,Yes,Yes,Yes,No
S041156,U03784,Yes,Yes,No,Yes,Yes
S041157,U05104,Yes,Yes,No,Yes,Yes
S041158,U06504,Yes,Yes,Yes,Yes,No
S041159,U09055,Yes,Yes,Yes,No,No
S041160,U07403,Yes,Yes,Yes,No,No
S041161,U01573,Yes,Yes,Yes,Yes,No
S041162,U02304,Yes,Yes,Yes,No,Yes
S041163,U07208,Yes,No,Yes,No,Yes
S041164,U09541,Yes,No,Yes,No,No
S041165,U06709,Yes,No,Yes,No,Yes
S041166,U01034,Yes,Yes,Yes,No,Yes
S041167,U04481,Yes,Yes,Yes,Yes,Yes
S041168,U08609,Yes,No,Yes,No,No
S041169,U01545,Yes,Yes,No,No,No
S041170,U08367,Yes,Yes,Yes,Yes,Yes
S041171,U07289,Yes,Yes,Yes,No,Yes
S041172,U06979,Yes,Yes,Yes,Yes,Yes
S041173,U03132,Yes,Yes,No,Yes,No
S041174,U08598,Yes,Yes,Yes,Yes,Yes
S041175,U08499,Yes,Yes,Yes,Yes,No
S041176,U00429,Yes,Yes,Yes,Yes,Yes
S041177,U05878,Yes,Yes,Yes,No,No
S041178,U00851,Yes,Yes,No,No,Yes
S041179,U04019,Yes,Yes,Yes,No,No
S041180,U00082,Yes,No,Yes,Yes,No
S041181,U06006,Yes,Yes,Yes,Yes,No
S041182,U01674,Yes,Yes,Yes,No,No
S041183,U01431,Yes,Yes,Yes,No,Yes
S041184,U02888,Yes,Yes,No,Yes,Yes
S041185,U08707,Yes,Yes,Yes,Yes,Yes
S041186,U05375,Yes,Yes,Yes,Yes,Yes
S041187,U01525,Yes,Yes,Yes,No,Yes
S041188,U09510,Yes,Yes,Yes,Yes,Yes
S041189,U03672,Yes,Yes,Yes,Yes,Yes
S041190,U03953,Yes,Yes,Yes,Yes,No
S041191,U08026,Yes,Yes,Yes,Yes,Yes
S041192,U02889,Yes,Yes,No,No,No
S041193,U03348,Yes,Yes,Yes,Yes,No
S041194,U03151,Yes,Yes,Yes,Yes,Yes
S041195,U03572,Yes,No,Yes,No,Yes
S041196,U07968,Yes,No,Yes,Yes,Yes
S041197,U03031,Yes,Yes,Yes,Yes,Yes
S041198,U05752,Yes,Yes,Yes,Yes,No
S041199,U07063,Yes,Yes,No,No,Yes
S041200,U03840,Yes,Yes,Yes,No,Yes
S041201,U00617,Yes,Yes,No,Yes,No
S041202,U05568,Yes,Yes,Yes,Yes,Yes
S041203,U02865,Yes,Yes,Yes,Yes,Yes
S041204,U00324,Yes,Yes,Yes,No,No
S041205,U08349,Yes,Yes,Yes,Yes,No
S041206,U05889,Yes,Yes,Yes,Yes,No
S041207,U09114,Yes,Yes,Yes,Yes,Yes
S041208,U00445,Yes,No,Yes,No,Yes
S041209,U01581,Yes,Yes,Yes,Yes,Yes
S041210,U06266,Yes,Yes,Yes,Yes,Yes
S041211,U01733,Yes,Yes,Yes,Yes,No
S041212,U07981,Yes,Yes,Yes,Yes,Yes
S041213,U07767,Yes,Yes,No,Yes,Yes
S041214,U06766,Yes,Yes,Yes,Yes,Yes
S041215,U07973,Yes,Yes,No,No,No
S041216,U01921,Yes,Yes,No,Yes,No
S041217,U08094,Yes,Yes,Yes,No,Yes
S041218,U03241,Yes,Yes,Yes,Yes,Yes
S041219,U09546,Yes,Yes,No,Yes,No
S041220,U06739,Yes,Yes,Yes,Yes,No
S041221,U01368,Yes,Yes,No,Yes,Yes
S041222,U09320,Yes,Yes,No,No,Yes
S041223,U01789,Yes,Yes,No,Yes,No
S041224,U08518,Yes,Yes,Yes,No,No
S041225,U06824,Yes,Yes,Yes,No,Yes
S041226,U09271,Yes,Yes,Yes,Yes,Yes
S041227,U02292,Yes,Yes,Yes,Yes,Yes
S041228,U04773,Yes,Yes,Yes,Yes,Yes
S041229,U06593,Yes,Yes,Yes,Yes,No
S041230,U05071,Yes,Yes,Yes,No,Yes
S041231,U00763,Yes,Yes,No,Yes,No
S041232,U05014,Yes,Yes,No,Yes,No
S041233,U04029,Yes,Yes,No,Yes,No
S041234,U09478,Yes,No,Yes,Yes,No
S041235,U04716,Yes,Yes,Yes,Yes,Yes
S041236,U00972,Yes,Yes,Yes,No,No
S041237,U00657,Yes,Yes,Yes,Yes,No
S041238,U00245,Yes,Yes,Yes,No,No
S041239,U09606,Yes,No,No,No,No
S041240,U00959,Yes,No,Yes,Yes,Yes
S041241,U03438,Yes,Yes,No,Yes,No
S041242,U08498,Yes,Yes,Yes,Yes,Yes
S041243,U04978,Yes,Yes,Yes,No,Yes
S041244,U02266,Yes,Yes,Yes,Yes,Yes
S041245,U02328,Yes,Yes,Yes,No,No
S041246,U06681,Yes,Yes,No,No,No
S041247,U06225,Yes,Yes,Yes,Yes,No
S041248,U07360,Yes,Yes,No,Yes,Yes
S041249,U02992,Yes,Yes,Yes,No,No
S041250,U01046,Yes,Yes,No,No,No
S041251,U01559,Yes,Yes,Yes,Yes,Yes
S041252,U08030,Yes,Yes,Yes,No,No
S041253,U08819,Yes,Yes,Yes,Yes,Yes
S041254,U07266,Yes,Yes,No,Yes,No
S041255,U00380,Yes,Yes,No,No,Yes
S041256,U01512,Yes,Yes,No,Yes,No
S041257,U04953,Yes,Yes,No,Yes,Yes
S041258,U05918,Yes,Yes,Yes,Yes,Yes
S041259,U03196,Yes,Yes,Yes,Yes,Yes
S041260,U07159,Yes,Yes,Yes,No,No
S041261,U04207,Yes,Yes,No,Yes,Yes
S041262,U05991,Yes,Yes,No,Yes,Yes
S041263,U04877,Yes,Yes,Yes,Yes,No
S041264,U01437,Yes,Yes,Yes,No,No
S041265,U09173,Yes,Yes,Yes,No,No
S041266,U04559,Yes,Yes,Yes,Yes,No
S041267,U05211,Yes,Yes,Yes,Yes,Yes
S041268,U05981,Yes,Yes,No,No,No
S041269,U02154,Yes,Yes,No,Yes,No
S041270,U01577,Yes,Yes,Yes,No,Yes
S041271,U05562,Yes,Yes,Yes,Yes,Yes
S041272,U09668,Yes,Yes,Yes,No,Yes
S041273,U07075,Yes,Yes,Yes,Yes,No
S041274,U02390,Yes,Yes,Yes,Yes,Yes
S041275,U08472,Yes,Yes,Yes,No,No
S041276,U04282,Yes,Yes,Yes,Yes,Yes
S041277,U05489,Yes,Yes,Yes,Yes,No
S041278,U06743,Yes,Yes,Yes,Yes,Yes
S041279,U05886,Yes,No,Yes,No,No
S041280,U02761,Yes,Yes,No,No,Yes
S041281,U07390,Yes,Yes,Yes,Yes,Yes
S041282,U08586,Yes,Yes,Yes,Yes,Yes
S041283,U05825,Yes,Yes,No,No,Yes
S041284,U07623,Yes,Yes,Yes,Yes,No
S041285,U00068,Yes,Yes,No,No,No
S041286,U03735,Yes,Yes,Yes,No,No
S041287,U09754,Yes,Yes,No,Yes,Yes
S041288,U03201,Yes,Yes,Yes,Yes,No
S041289,U08830,Yes,Yes,Yes,Yes,Yes
S041290,U06747,Yes,Yes,Yes,No,No
S041291,U07490,Yes,Yes,Yes,No,No
S041292,U03679,Yes,Yes,No,Yes,Yes
S041293,U07801,Yes,Yes,Yes,No,Yes
S041294,U08756,Yes,Yes,No,No,Yes
S041295,U06143,Yes,Yes,Yes,Yes,Yes
S041296,U01302,Yes,Yes,Yes,No,Yes
S041297,U09667,Yes,Yes,No,Yes,Yes
S041298,U01550,Yes,Yes,Yes,No,No
S041299,U03942,Yes,Yes,Yes,No,Yes
S041300,U01960,Yes,Yes,Yes,Yes,Yes
S041301,U04581,Yes,No,Yes,No,Yes
S041302,U07969,Yes,Yes,Yes,No,No
S041303,U02245,Yes,Yes,Yes,No,Yes
S041304,U00325,Yes,Yes,Yes,Yes,Yes
S041305,U06156,Yes,Yes,No,Yes,No
S041306,U02040,Yes,No,No,Yes,No
S041307,U03548,Yes,Yes,No,Yes,Yes
S041308,U03798,Yes,Yes,No,No,No
S041309,U04817,Yes,Yes,Yes,Yes,No
S041310,U09652,Yes,Yes,Yes,Yes,Yes
S041311,U09177,Yes,Yes,Yes,Yes,Yes
S041312,U03280,Yes,Yes,Yes,No,No
S041313,U09681,Yes,Yes,Yes,Yes,Yes
S041314,U03323,Yes,Yes,Yes,Yes,Yes
S041315,U03379,Yes,Yes,Yes,Yes,Yes
S041316,U01478,Yes,Yes,Yes,No,Yes
S041317,U00779,Yes,Yes,Yes,Yes,No
S041318,U08549,Yes,Yes,Yes,Yes,Yes
S041319,U09286,Yes,Yes,Yes,Yes,No
S041320,U09511,Yes,Yes,No,Yes,No
S041321,U09999,Yes,Yes,Yes,Yes,Yes
S041322,U07288,Yes,No,No,Yes,Yes
S041323,U02553,Yes,Yes,No,No,Yes
S041324,U08926,Yes,No,Yes,Yes,No
S041325,U00320,Yes,Yes,Yes,Yes,Yes
S041326,U05914,Yes,Yes,Yes,No,No
S041327,U05935,Yes,Yes,No,No,No
S041328,U05377,Yes,Yes,Yes,Yes,No
S041329,U01128,Yes,Yes,Yes,Yes,No
S041330,U01220,Yes,Yes,Yes,No,No
S041331,U00303,Yes,Yes,Yes,Yes,Yes
S041332,U04888,Yes,No,Yes,Yes,No
S041333,U00972,Yes,Yes,Yes,No,Yes
S041334,U00960,Yes,Yes,Yes,No,No
S041335,U08718,Yes,Yes,Yes,Yes,Yes
S041336,U04960,Yes,Yes,Yes,No,No
S041337,U05645,Yes,Yes,No,Yes,No
S041338,U06683,Yes,Yes,No,Yes,Yes
S041339,U09483,Yes,Yes,Yes,Yes,No
S041340,U08412,Yes,Yes,Yes,No,Yes
S041341,U01328,Yes,Yes,Yes,No,No
S041342,U02388,Yes,Yes,No,Yes,Yes
S041343,U07795,Yes,Yes,Yes,No,No
S041344,U07496,Yes,Yes,Yes,Yes,No
S041345,U02588,Yes,Yes,Yes,No,Yes
S041346,U02459,Yes,No,No,Yes,No
S041347,U04589,Yes,Yes,No,No,No
S041348,U00258,Yes,Yes,No,Yes,No
S041349,U02163,Yes,No,No,Yes,No
S041350,U07089,Yes,Yes,No,Yes,Yes
S041351,U00730,Yes,Yes,Yes,Yes,No
S041352,U00407,Yes,Yes,No,Yes,Yes
S041353,U06739,Yes,Yes,Yes,No,No
S041354,U07292,Yes,Yes,Yes,Yes,Yes
S041355,U02593,Yes,Yes,No,No,Yes
S041356,U05545,Yes,No,Yes,Yes,No
S041357,U02983,Yes,Yes,Yes,Yes,Yes
S041358,U09580,Yes,Yes,Yes,No,No
S041359,U03628,Yes,Yes,No,Yes,Yes
S041360,U03318,Yes,Yes,Yes,Yes,Yes
S041361,U09678,Yes,Yes,Yes,Yes,Yes
S041362,U09719,Yes,Yes,Yes,Yes,No
S041363,U04713,Yes,Yes,Yes,Yes,No
S041364,U06148,Yes,Yes,Yes,Yes,Yes
S041365,U09365,Yes,Yes,Yes,Yes,No
S041366,U03934,Yes,Yes,Yes,Yes,No
S041367,U09881,Yes,Yes,No,Yes,Yes
S041368,U08577,Yes,Yes,Yes,Yes,No
S041369,U00328,Yes,No,Yes,No,No
S041370,U00338,Yes,Yes,Yes,No,Yes
S041371,U02910,Yes,Yes,Yes,Yes,No
S041372,U04352,Yes,Yes,Yes,Yes,No
S041373,U00531,Yes,Yes,Yes,Yes,No
S041374,U03815,Yes,Yes,Yes,Yes,Yes
S041375,U04959,Yes,Yes,Yes,Yes,Yes
S041376,U06380,Yes,Yes,Yes,Yes,Yes
S041377,U06476,Yes,No,Yes,No,Yes
S041378,U01352,Yes,Yes,Yes,No,Yes
S041379,U08627,Yes,Yes,Yes,No,Yes
S041380,U08404,Yes,Yes,Yes,No,Yes
S041381,U08951,Yes,Yes,No,Yes,Yes
S041382,U06677,Yes,Yes,No,No,No
S041383,U09739,Yes,Yes,Yes,Yes,Yes
S041384,U01554,Yes,Yes,Yes,Yes,Yes
S041385,U09158,Yes,No,No,Yes,Yes
S041386,U06552,Yes,Yes,No,Yes,Yes
S041387,U04342,Yes,No,Yes,Yes,No
S041388,U00359,Yes,Yes,No,No,Yes
S041389,U04721,Yes,Yes,Yes,Yes,No
S041390,U03436,Yes,Yes,No,Yes,No
S041391,U06404,Yes,Yes,No,Yes,Yes
S041392,U01582,Yes,Yes,No,No,Yes
S041393,U03007,Yes,Yes,No,Yes,No
S041394,U02037,Yes,Yes,Yes,Yes,Yes
S041395,U03931,Yes,Yes,Yes,Yes,No
S041396,U01581,Yes,No,No,No,Yes
S041397,U09450,Yes,Yes,No,Yes,Yes
S041398,U08359,Yes,Yes,Yes,Yes,Yes
S041399,U02592,Yes,Yes,No,No,Yes
S041400,U04653,Yes,Yes,Yes,Yes,Yes
S041401,U01417,Yes,Yes,Yes,Yes,Yes
S041402,U01133,Yes,Yes,Yes,No,No
S041403,U04682,Yes,Yes,Yes,No,Yes
S041404,U05547,Yes,Yes,No,Yes,No
S041405,U07865,Yes,No,No,Yes,No
S041406,U04322,Yes,Yes,Yes,Yes,Yes
S041407,U09443,Yes,Yes,Yes,Yes,No
S041408,U08569,Yes,No,Yes,Yes,No
S041409,U05583,Yes,Yes,Yes,Yes,No
S041410,U09626,Yes,Yes,Yes,Yes,Yes
S041411,U00968,Yes,Yes,No,Yes,Yes
S041412,U03152,Yes,Yes,Yes,Yes,Yes
S041413,U06240,Yes,Yes,No,Yes,Yes
S041414,U04971,Yes,No,No,Yes,Yes
S041415,U09390,Yes,Yes,Yes,No,No
S041416,U04180,Yes,Yes,Yes,Yes,No
S041417,U04725,Yes,Yes,Yes,Yes,Yes
S041418,U04966,Yes,Yes,Yes,Yes,No
S041419,U02023,Yes,Yes,No,Yes,Yes
S041420,U08248,Yes,Yes,Yes,No,Yes
S041421,U06157,Yes,No,Yes,Yes,Yes
S041422,U05628,Yes,No,No,No,No
S041423,U02184,Yes,Yes,Yes,Yes,Yes
S041424,U07395,Yes,Yes,Yes,No,Yes
S041425,U08102,Yes,Yes,No,Yes,No
S041426,U06561,Yes,Yes,No,Yes,No
S041427,U06922,Yes,Yes,Yes,Yes,Yes
S041428,U00627,Yes,Yes,Yes,Yes,Yes
S041429,U09637,Yes,Yes,Yes,No,No
S041430,U01625,Yes,Yes,Yes,Yes,No
S041431,U00144,Yes,Yes,Yes,No,Yes
S041432,U04990,Yes,Yes,Yes,Yes,No
S041433,U04780,Yes,Yes,Yes,No,No
S041434,U09351,Yes,Yes,Yes,Yes,No
S041435,U02965,Yes,No,Yes,No,Yes
S041436,U01751,Yes,Yes,Yes,No,No
S041437,U03948,Yes,Yes,Yes,Yes,No
S041438,U01267,Yes,Yes,Yes,Yes,Yes
S041439,U09052,Yes,Yes,No,Yes,Yes
S041440,U09967,Yes,Yes,No,No,No
S041441,U06846,Yes,Yes,No,Yes,No
S041442,U06671,Yes,Yes,Yes,Yes,Yes
S041443,U06480,Yes,Yes,Yes,Yes,No
S041444,U05691,Yes,Yes,No,No,No
S041445,U03654,Yes,Yes,Yes,Yes,Yes
S041446,U02136,Yes,Yes,Yes,No,No
S041447,U09060,Yes,Yes,Yes,Yes,Yes
S041448,U09094,Yes,Yes,Yes,Yes,No
S041449,U05385,Yes,Yes,Yes,Yes,No
S041450,U09538,Yes,Yes,Yes,Yes,Yes
S041451,U08138,Yes,Yes,Yes,Yes,No
S041452,U06143,Yes,Yes,Yes,Yes,No
S041453,U08609,Yes,Yes,No,Yes,No
S041454,U06775,Yes,Yes,Yes,No,Yes
S041455,U03695,Yes,Yes,Yes,Yes,Yes
S041456,U06840,Yes,Yes,Yes,Yes,No
S041457,U09853,Yes,Yes,Yes,No,Yes
S041458,U01298,Yes,Yes,Yes,Yes,Yes
S041459,U05310,Yes,Yes,Yes,No,No
S041460,U07201,Yes,Yes,Yes,Yes,Yes
S041461,U02652,Yes,Yes,Yes,Yes,Yes
S041462,U00485,Yes,Yes,Yes,Yes,No
S041463,U03586,Yes,Yes,Yes,No,Yes
S041464,U02063,Yes,Yes,No,No,Yes
S041465,U08194,Yes,Yes,Yes,No,No
S041466,U02185,Yes,No,No,Yes,Yes
S041467,U03063,Yes,Yes,No,Yes,Yes
S041468,U09488,Yes,Yes,Yes,No,Yes
S041469,U06090,Yes,Yes,No,No,Yes
S041470,U05055,Yes,Yes,Yes,Yes,No
S041471,U06756,Yes,Yes,Yes,No,Yes
S041472,U09096,Yes,No,Yes,No,No
S041473,U08940,Yes,Yes,Yes,No,Yes
S041474,U03539,Yes,Yes,Yes,No,Yes
S041475,U03173,Yes,Yes,Yes,No,Yes
S041476,U00497,Yes,Yes,No,Yes,Yes
S041477,U00669,Yes,Yes,Yes,Yes,No
S041478,U05821,Yes,Yes,Yes,Yes,Yes
S041479,U03549,Yes,Yes,Yes,Yes,No
S041480,U07835,Yes,Yes,Yes,Yes,Yes
S041481,U00132,Yes,Yes,Yes,Yes,No
S041482,U01957,Yes,Yes,Yes,No,Yes
S041483,U09664,Yes,No,Yes,No,Yes
S041484,U09496,Yes,Yes,Yes,Yes,Yes
S041485,U08756,Yes,Yes,No,Yes,Yes
S041486,U04531,Yes,Yes,Yes,No,Yes
S041487,U06123,Yes,Yes,No,No,Yes
S041488,U03076,Yes,Yes,Yes,No,Yes
S041489,U07778,Yes,Yes,Yes,Yes,No
S041490,U06839,Yes,Yes,No,No,No
S041491,U05357,Yes,Yes,No,Yes,No
S041492,U01129,Yes,Yes,No,Yes,Yes
